Category,Chapter,Sentence No,Matched Keyword,Sentence,Score
Rich vs Poor Mindset,10,3393,"Rich Dad Poor Dad spirit says, Im sick and tired of being poor","Or the human 140 Rich Dad Poor Dad spirit says, Im sick and tired of being poor.",4
Short Quote (10–25 words),10,3395,length_match,"To which the lazy mind says, Rich people are greedy.",1
Money Terms,10,3398,money,I might lose money.,2
Short Quote (10–25 words),10,3403,length_match,"I cant afford it also causes sadness, a helplessness that leads to despondency and often depression.",1
Short Quote (10–25 words),10,3406,length_match,So rich dad was not so concerned about what we wanted to buy as long as we understood that How can I afford it?,1
Short Quote (10–25 words),10,3411,length_match,"It was not the goal, but the process of attaining the goal that he wanted us to learn.",1
Short Quote (10–25 words),10,3412,length_match,The problem I see today is that there are millions of people who feel guilty about their desire or their greed.,1
Short Quote (10–25 words),10,3415,length_match,"When I decided to exit the Rat Race, it was simply a question of How can I afford to never work again?",1
Short Quote (10–25 words),10,3416,length_match,And my mind began to kick out answers and solutions.,1
Short Quote (10–25 words),10,3417,length_match,The hardest part was fighting my real parents dogma We cant afford that.,1
Mindset & Thinking,10,3418,thinking,Stop thinking only about yourself.,3
Short Quote (10–25 words),10,3420,length_match,and other similar sentiments designed to instill guilt to suppress my greed.,1
Short Quote (10–25 words),10,3423,length_match,"Its that radio station WIIFM, which stands for Whats In It For Me?",1
Short Quote (10–25 words),10,3424,length_match,"A person needs to sit down and ask, What would my life be like if I never had to work again?",1
Short Quote (10–25 words),10,3425,length_match,What would I do if I had all the money I needed?,1
Money Terms,10,3425,money,What would I do if I had all the money I needed?,2
Short Quote (10–25 words),10,3426,length_match,"Without that little greed, the desire to have something better, progress is not made.",1
Short Quote (10–25 words),10,3427,length_match,Our world progresses because we all desire a better life.,1
Short Quote (10–25 words),10,3429,length_match,We go to school and study hard because we want something better.,1
Short Quote (10–25 words),10,3433,length_match,"Too much greed, however, as anything in excess can be, is not good.",1
Short Quote (10–25 words),10,3434,length_match,But just remember what Michael Douglas said in the movie Wall Street Greed is good.,1
Short Quote (10–25 words),10,3435,length_match,"Rich dad said it differently Guilt is worse than greed, for guilt robs the body of its soul.",1
Short Quote (10–25 words),10,3436,length_match,I think Eleanor Roosevelt said it best Do what you feel in your heart to be rightfor youll be criticized anyway.,1
Short Quote (10–25 words),10,3437,length_match,"Youll be damned if you do, and damned if you dont.",1
Short Quote (10–25 words),10,3438,length_match,Overcoming Bad Habits Our lives are a reflection of our habits more than our education.,1
Business & Education,10,3438,education,Overcoming Bad Habits Our lives are a reflection of our habits more than our education.,2
Short Quote (10–25 words),10,3439,length_match,"After seeing the movie Conan the Barbarian, starring Arnold Schwarzenegger, a friend said, Id love to have a body like Schwarzenegger.",1
Short Quote (10–25 words),10,3441,length_match,"I even heard he was really puny and skinny at one time, another friend added.",1
Short Quote (10–25 words),10,3443,length_match,I heard he has a habit of working out almost every day in the gym.,1
Short Quote (10–25 words),10,3447,length_match,"Besides, lets stop talking about Arnold and get some beers.",1
Short Quote (10–25 words),10,3449,length_match,I remember asking my rich dad about the habits of the rich.,1
Short Quote (10–25 words),10,3450,length_match,"Instead of answering me outright, he wanted me to learn through example, as usual.",1
Short Quote (10–25 words),10,3460,length_match,"He pays himself last, but only if he has anything left over.",1
Short Quote (10–25 words),10,3464,length_match,"142 Rich Dad Poor Dad Of course not, said rich dad.",1
Rich vs Poor Mindset,10,3464,Rich Dad Poor,"142 Rich Dad Poor Dad Of course not, said rich dad.",4
Money Terms,10,3468,money,But what happens if you dont have enough money?,2
Money Terms,10,3473,money,Even if Im short of money.,2
Short Quote (10–25 words),10,3474,length_match,My asset column is far more important to me than the government.,1
Assets vs Liabilities,10,3474,asset,My asset column is far more important to me than the government.,3
Short Quote (10–25 words),10,3479,length_match,"I just said I pay myself first, even if Im short of money.",1
Money Terms,10,3479,money,"I just said I pay myself first, even if Im short of money.",2
Short Quote (10–25 words),10,3487,length_match,"Who do you think will complain louder if I dont pay themme, or my creditors?",1
Short Quote (10–25 words),10,3488,length_match,"Your creditors will definitely scream louder than you, I said, responding to the obvious.",1
Money Terms,10,3490,income,"So you see, after paying myself, the pressure to pay my taxes and the other creditors is so great that it forces me to seek other forms of income.",2
Short Quote (10–25 words),10,3492,length_match,"Ive worked extra jobs, started other companies, traded in the stock market, anything just to make sure those guys dont start yelling at me.",1
Short Quote (10–25 words),10,3493,length_match,"That pressure made me work harder, forced me to think, and all in all, made me smarter and more active when it comes to money.",1
Money Terms,10,3493,money,"That pressure made me work harder, forced me to think, and all in all, made me smarter and more active when it comes to money.",2
Short Quote (10–25 words),10,3494,length_match,"If I had paid myself last, I would have felt no pressure, but Id be broke.",1
Short Quote (10–25 words),10,3495,length_match,So it is the fear of the government or other people you owe money to that motivates you?,1
Money Terms,10,3495,money,So it is the fear of the government or other people you owe money to that motivates you?,2
Fear & Risk,10,3495,fear,So it is the fear of the government or other people you owe money to that motivates you?,2
Short Quote (10–25 words),10,3501,length_match,You know the story of the 98pound weakling who gets sand kicked in his face?,1
Short Quote (10–25 words),10,3503,length_match,I see that ad for weightlifting and bodybuilding lessons in the comic books all the time.,1
Short Quote (10–25 words),10,3504,length_match,"143 Chapter Seven Overcoming Obstacles Well, most people let the bullies If I pay myself first, kick sand in their faces.",1
Short Quote (10–25 words),10,3505,length_match,"I decided to I get financially stronger, use the fear of the bully to make me mentally and fiscally.",1
Fear & Risk,10,3505,fear,"I decided to I get financially stronger, use the fear of the bully to make me mentally and fiscally.",2
Short Quote (10–25 words),10,3508,length_match,Forcing myself to think about how to make extra money is like going to the gym and working out with weights.,1
Money Terms,10,3508,money,Forcing myself to think about how to make extra money is like going to the gym and working out with weights.,2
Short Quote (10–25 words),10,3509,length_match,"The more I work my mental money muscles out, the stronger I get.",1
Money Terms,10,3509,money,"The more I work my mental money muscles out, the stronger I get.",2
Short Quote (10–25 words),10,3512,length_match,"So if I pay myself first, I get financially stronger, mentally and fiscally.",1
Short Quote (10–25 words),10,3514,length_match,"And if I pay myself last, or not at all, I get weaker.",1
Short Quote (10–25 words),10,3515,length_match,"So people like bosses, managers, tax collectors, bill collectors, and landlords push me around all my lifejust because I dont have good money habits.",1
Money Terms,10,3515,money,"So people like bosses, managers, tax collectors, bill collectors, and landlords push me around all my lifejust because I dont have good money habits.",2
